30,2022-03-02,11:53:48,1,255,1,0
24,2022-03-02,18:09:44,1,255,1,0
23,2022-03-02,18:09:52,1,255,1,0
3,2022-03-02,18:12:05,1,255,1,0
25,2022-03-02,19:02:29,1,255,1,0
30,2022-03-03,07:43:39,1,255,1,0
3,2022-03-03,08:06:36,1,255,1,0
23,2022-03-03,09:42:51,1,255,1,0
24,2022-03-03,11:51:05,1,255,1,0
30,2022-03-03,12:00:03,1,255,1,0
3,2022-03-03,17:52:58,1,255,1,0
23,2022-03-03,17:55:49,1,255,1,0
24,2022-03-03,18:04:52,1,255,1,0
25,2022-03-03,18:10:30,1,255,1,0
3,2022-03-04,08:14:29,1,255,1,0
25,2022-03-04,08:35:05,1,255,1,0
30,2022-03-04,09:32:53,1,255,1,0
23,2022-03-04,09:46:17,1,255,1,0
24,2022-03-04,11:46:39,1,255,1,0
24,2022-03-04,17:52:56,1,255,1,0
30,2022-03-04,17:53:00,1,255,1,0
3,2022-03-04,17:58:17,1,255,1,0
23,2022-03-04,17:59:14,1,255,1,0
25,2022-03-04,18:55:41,1,255,1,0
3,2022-03-05,07:57:54,1,255,1,0
25,2022-03-05,08:38:23,1,255,1,0
23,2022-03-05,09:43:36,1,255,1,0
24,2022-03-05,11:42:08,1,255,1,0
3,2022-03-05,17:52:45,1,255,1,0
23,2022-03-05,17:54:05,1,255,1,0
23,2022-03-05,17:54:07,1,255,1,0
24,2022-03-05,18:20:30,1,255,1,0
25,2022-03-05,19:01:32,1,255,1,0
3,2022-03-07,08:06:07,1,255,1,0
25,2022-03-07,08:24:44,1,255,1,0
30,2022-03-07,09:34:22,1,255,1,0
23,2022-03-07,09:43:04,1,255,1,0
24,2022-03-07,11:46:51,1,255,1,0
30,2022-03-07,17:53:26,1,255,1,0
24,2022-03-07,17:53:29,1,255,1,0
23,2022-03-07,17:56:31,1,255,1,0
3,2022-03-07,17:59:31,1,255,1,0
25,2022-03-07,19:00:17,1,255,1,0
3,2022-03-08,07:55:38,1,255,1,0
25,2022-03-08,08:51:12,1,255,1,0
30,2022-03-08,09:19:47,1,255,1,0
23,2022-03-08,09:42:04,1,255,1,0
24,2022-03-08,11:55:38,1,255,1,0
24,2022-03-08,17:46:01,1,255,1,0
23,2022-03-08,17:47:52,1,255,1,0
3,2022-03-08,17:48:10,1,255,1,0
25,2022-03-08,18:27:11,1,255,1,0
3,2022-03-09,07:49:41,1,255,1,0
25,2022-03-09,08:46:15,1,255,1,0
30,2022-03-09,09:24:24,1,255,1,0
23,2022-03-09,09:41:53,1,255,1,0
23,2022-03-09,09:41:55,1,255,1,0
24,2022-03-09,11:48:38,1,255,1,0
24,2022-03-09,11:48:40,1,255,1,0
30,2022-03-09,17:48:43,1,255,1,0
3,2022-03-09,17:49:59,1,255,1,0
23,2022-03-09,17:55:27,1,255,1,0
24,2022-03-09,17:59:56,1,255,1,0
25,2022-03-09,18:04:24,1,255,1,0
3,2022-03-10,08:10:12,1,255,1,0
25,2022-03-10,08:29:13,1,255,1,0
30,2022-03-10,09:22:38,1,255,1,0
23,2022-03-10,09:27:17,1,255,1,0
24,2022-03-10,11:43:32,1,255,1,0
3,2022-03-10,17:47:10,1,255,1,0
30,2022-03-10,17:47:13,1,255,1,0
24,2022-03-10,17:53:33,1,255,1,0
23,2022-03-10,18:01:41,1,255,1,0
25,2022-03-10,18:17:20,1,255,1,0
3,2022-03-11,07:54:26,1,255,1,0
30,2022-03-11,09:11:32,1,255,1,0
25,2022-03-11,09:34:36,1,255,1,0
23,2022-03-11,09:37:57,1,255,1,0
24,2022-03-11,14:04:57,1,255,1,0
30,2022-03-11,17:56:23,1,255,1,0
24,2022-03-11,18:01:40,1,255,1,0
23,2022-03-11,18:03:14,1,255,1,0
3,2022-03-11,18:04:37,1,255,1,0
25,2022-03-11,18:19:57,1,255,1,0
3,2022-03-12,07:57:58,1,255,1,0
23,2022-03-12,09:40:13,1,255,1,0
24,2022-03-12,11:45:36,1,255,1,0
3,2022-03-12,17:52:31,1,255,1,0
23,2022-03-12,18:05:19,1,255,1,0
24,2022-03-12,18:22:41,1,255,1,0
30,2022-03-14,07:46:20,1,255,1,0
3,2022-03-14,08:06:09,1,255,1,0
23,2022-03-14,09:39:53,1,255,1,0
24,2022-03-14,12:15:36,1,255,1,0
30,2022-03-14,13:48:39,1,255,1,0
3,2022-03-14,17:53:01,1,255,1,0
23,2022-03-14,18:10:44,1,255,1,0
24,2022-03-14,18:11:21,1,255,1,0
30,2022-03-15,07:42:15,1,255,1,0
3,2022-03-15,08:08:44,1,255,1,0
23,2022-03-15,09:32:25,1,255,1,0
24,2022-03-15,12:00:26,1,255,1,0
30,2022-03-15,13:50:24,1,255,1,0
24,2022-03-15,17:16:07,1,255,1,0
23,2022-03-15,17:35:07,1,255,1,0
3,2022-03-15,17:35:19,1,255,1,0
30,2022-03-16,07:45:41,1,255,1,0
3,2022-03-16,08:00:43,1,255,1,0
23,2022-03-16,09:24:45,1,255,1,0
30,2022-03-16,13:48:15,1,255,1,0
30,2022-03-16,13:48:17,1,255,1,0
3,2022-03-16,17:48:43,1,255,1,0
24,2022-03-16,17:52:24,1,255,1,0
23,2022-03-16,17:57:45,1,255,1,0
24,2022-03-16,17:57:51,1,255,1,0
30,2022-03-17,07:50:25,1,255,1,0
3,2022-03-17,07:56:09,1,255,1,0
23,2022-03-17,09:31:11,1,255,1,0
24,2022-03-17,11:45:30,1,255,1,0
3,2022-03-17,17:46:14,1,255,1,0
24,2022-03-17,17:48:33,1,255,1,0
23,2022-03-17,17:53:56,1,255,1,0
3,2022-03-19,08:05:49,1,255,1,0
23,2022-03-19,09:37:48,1,255,1,0
23,2022-03-19,09:41:48,1,255,1,0
24,2022-03-19,11:44:40,1,255,1,0
3,2022-03-19,17:47:09,1,255,1,0
23,2022-03-19,18:04:11,1,255,1,0
24,2022-03-19,18:15:22,1,255,1,0
23,2022-03-20,11:25:55,1,255,1,0
30,2022-03-21,07:47:17,1,255,1,0
3,2022-03-21,08:03:18,1,255,1,0
23,2022-03-21,09:32:14,1,255,1,0
24,2022-03-21,12:03:43,1,255,1,0
30,2022-03-21,13:55:21,1,255,1,0
3,2022-03-21,17:51:50,1,255,1,0
23,2022-03-21,17:52:03,1,255,1,0
24,2022-03-21,17:52:08,1,255,1,0
3,2022-03-22,08:02:48,1,255,1,0
23,2022-03-22,09:32:04,1,255,1,0
24,2022-03-22,11:43:15,1,255,1,0
23,2022-03-22,17:46:10,1,255,1,0
3,2022-03-22,17:57:06,1,255,1,0
24,2022-03-22,18:46:36,1,255,1,0
6,2022-03-23,07:00:09,1,255,1,0
30,2022-03-23,07:42:32,1,255,1,0
30,2022-03-23,07:42:34,1,255,1,0
3,2022-03-23,08:04:25,1,255,1,0
23,2022-03-23,09:38:53,1,255,1,0
24,2022-03-23,11:45:59,1,255,1,0
30,2022-03-23,15:54:51,1,255,1,0
3,2022-03-23,17:49:54,1,255,1,0
24,2022-03-23,17:53:46,1,255,1,0
23,2022-03-23,18:05:53,1,255,1,0
30,2022-03-24,07:43:05,1,255,1,0
3,2022-03-24,08:00:33,1,255,1,0
23,2022-03-24,09:37:27,1,255,1,0
24,2022-03-24,11:44:35,1,255,1,0
23,2022-03-24,17:07:22,1,255,1,0
23,2022-03-24,17:07:25,1,255,1,0
3,2022-03-24,17:44:36,1,255,1,0
24,2022-03-24,18:19:18,1,255,1,0
30,2022-03-25,07:44:27,1,255,1,0
3,2022-03-25,07:57:41,1,255,1,0
24,2022-03-25,11:55:30,1,255,1,0
3,2022-03-25,17:52:36,1,255,1,0
24,2022-03-25,17:55:04,1,255,1,0
3,2022-03-26,08:04:37,1,255,1,0
3,2022-03-26,17:48:41,1,255,1,0
3,2022-03-28,08:13:36,1,255,1,0
30,2022-03-28,08:13:41,1,255,1,0
23,2022-03-28,09:31:01,1,255,1,0
3,2022-03-28,17:45:52,1,255,1,0
23,2022-03-28,17:54:34,1,255,1,0
30,2022-03-29,07:46:51,1,255,1,0
3,2022-03-29,07:59:08,1,255,1,0
23,2022-03-29,09:26:55,1,255,1,0
30,2022-03-29,13:44:40,1,255,1,0
3,2022-03-29,17:51:43,1,255,1,0
23,2022-03-29,18:35:40,1,255,1,0
30,2022-03-30,08:02:32,1,255,1,0
3,2022-03-30,08:53:52,1,255,1,0
23,2022-03-30,09:33:59,1,255,1,0
30,2022-03-30,14:08:21,1,255,1,0
3,2022-03-30,17:49:48,1,255,1,0
23,2022-03-30,17:52:06,1,255,1,0
30,2022-03-31,07:49:07,1,255,1,0
3,2022-03-31,08:01:53,1,255,1,0
23,2022-03-31,09:33:29,1,255,1,0
30,2022-03-31,13:56:11,1,255,1,0
30,2022-03-31,13:56:13,1,255,1,0
3,2022-03-31,17:50:45,1,255,1,0
23,2022-03-31,17:59:33,1,255,1,0
30,2022-04-01,07:45:08,1,255,1,0
3,2022-04-01,07:59:06,1,255,1,0
23,2022-04-01,09:31:35,1,255,1,0
24,2022-04-01,11:46:12,1,255,1,0
30,2022-04-01,17:08:11,1,255,1,0
3,2022-04-01,17:52:50,1,255,1,0
24,2022-04-01,17:54:07,1,255,1,0
23,2022-04-01,17:56:38,1,255,1,0
3,2022-04-03,13:43:47,1,255,1,0
3,2022-04-03,17:42:05,1,255,1,0
30,2022-04-04,07:51:37,1,255,1,0
3,2022-04-04,08:09:27,1,255,1,0
23,2022-04-04,09:38:23,1,255,1,0
24,2022-04-04,10:58:20,1,255,1,0
29,2022-04-04,13:44:10,1,255,1,0
29,2022-04-04,13:45:46,1,255,1,0
