25,2022-02-01,08:09:14,1,255,1,0
3,2022-02-01,08:16:04,1,255,1,0
23,2022-02-01,09:53:48,1,255,1,0
24,2022-02-01,12:00:44,1,255,1,0
23,2022-02-01,17:48:34,1,255,1,0
24,2022-02-01,17:51:31,1,255,1,0
25,2022-02-01,18:00:48,1,255,1,0
3,2022-02-02,08:17:20,1,255,1,0
23,2022-02-02,09:52:19,1,255,1,0
24,2022-02-02,11:58:52,1,255,1,0
23,2022-02-02,17:52:56,1,255,1,0
3,2022-02-02,17:54:04,1,255,1,0
23,2022-02-02,18:00:28,1,255,1,0
24,2022-02-02,18:01:31,1,255,1,0
25,2022-02-02,19:32:10,1,255,1,0
3,2022-02-03,08:13:39,1,255,1,0
25,2022-02-03,08:25:27,1,255,1,0
23,2022-02-03,09:59:48,1,255,1,0
24,2022-02-03,11:52:55,1,255,1,0
23,2022-02-03,17:45:18,1,255,1,0
3,2022-02-03,17:46:53,1,255,1,0
24,2022-02-03,17:47:39,1,255,1,0
25,2022-02-03,18:11:15,1,255,1,0
25,2022-02-04,08:07:41,1,255,1,0
23,2022-02-04,09:54:46,1,255,1,0
23,2022-02-04,09:54:48,1,255,1,0
24,2022-02-04,17:55:04,1,255,1,0
23,2022-02-04,17:57:26,1,255,1,0
25,2022-02-04,18:16:29,1,255,1,0
3,2022-02-05,08:14:21,1,255,1,0
25,2022-02-05,08:27:16,1,255,1,0
23,2022-02-05,09:54:36,1,255,1,0
24,2022-02-05,13:35:56,1,255,1,0
23,2022-02-05,17:54:24,1,255,1,0
24,2022-02-05,17:54:34,1,255,1,0
24,2022-02-05,17:55:13,1,255,1,0
3,2022-02-05,17:56:44,1,255,1,0
3,2022-02-07,08:20:12,1,255,1,0
25,2022-02-07,08:46:04,1,255,1,0
23,2022-02-07,09:53:31,1,255,1,0
24,2022-02-07,11:54:56,1,255,1,0
23,2022-02-07,17:48:15,1,255,1,0
3,2022-02-07,17:54:37,1,255,1,0
24,2022-02-07,18:07:58,1,255,1,0
25,2022-02-07,19:45:58,1,255,1,0
3,2022-02-08,08:05:35,1,255,1,0
23,2022-02-08,09:55:05,1,255,1,0
24,2022-02-08,11:48:54,1,255,1,0
3,2022-02-08,17:45:50,1,255,1,0
24,2022-02-08,17:47:03,1,255,1,0
25,2022-02-08,18:11:05,1,255,1,0
3,2022-02-09,08:19:04,1,255,1,0
25,2022-02-09,08:26:21,1,255,1,0
24,2022-02-09,12:02:39,1,255,1,0
3,2022-02-09,17:50:54,1,255,1,0
24,2022-02-09,17:52:13,1,255,1,0
25,2022-02-09,19:00:42,1,255,1,0
3,2022-02-10,08:15:58,1,255,1,0
25,2022-02-10,08:19:12,1,255,1,0
23,2022-02-10,09:52:59,1,255,1,0
24,2022-02-10,11:56:11,1,255,1,0
3,2022-02-10,14:55:49,1,255,1,0
24,2022-02-10,17:54:53,1,255,1,0
23,2022-02-10,18:00:01,1,255,1,0
25,2022-02-10,18:41:19,1,255,1,0
25,2022-02-11,08:24:00,1,255,1,0
3,2022-02-11,08:25:17,1,255,1,0
23,2022-02-11,09:57:09,1,255,1,0
24,2022-02-11,12:08:05,1,255,1,0
3,2022-02-11,17:52:35,1,255,1,0
24,2022-02-11,17:54:42,1,255,1,0
23,2022-02-11,17:58:23,1,255,1,0
25,2022-02-11,19:35:02,1,255,1,0
3,2022-02-12,08:16:21,1,255,1,0
25,2022-02-12,08:21:28,1,255,1,0
23,2022-02-12,09:12:20,1,255,1,0
24,2022-02-12,11:52:34,1,255,1,0
24,2022-02-12,17:48:35,1,255,1,0
3,2022-02-12,17:49:44,1,255,1,0
23,2022-02-12,17:51:07,1,255,1,0
3,2022-02-14,08:12:55,1,255,1,0
25,2022-02-14,08:20:48,1,255,1,0
23,2022-02-14,09:38:27,1,255,1,0
24,2022-02-14,11:49:02,1,255,1,0
23,2022-02-14,17:54:41,1,255,1,0
24,2022-02-14,18:00:16,1,255,1,0
3,2022-02-14,18:04:31,1,255,1,0
25,2022-02-14,18:53:44,1,255,1,0
3,2022-02-15,08:08:43,1,255,1,0
25,2022-02-15,08:16:21,1,255,1,0
23,2022-02-15,09:17:21,1,255,1,0
24,2022-02-15,11:40:11,1,255,1,0
3,2022-02-15,17:46:56,1,255,1,0
24,2022-02-15,17:47:03,1,255,1,0
23,2022-02-15,17:48:17,1,255,1,0
25,2022-02-15,19:11:12,1,255,1,0
25,2022-02-16,08:10:39,1,255,1,0
3,2022-02-16,08:18:53,1,255,1,0
23,2022-02-16,09:34:51,1,255,1,0
24,2022-02-16,11:41:40,1,255,1,0
3,2022-02-16,17:53:57,1,255,1,0
24,2022-02-16,17:55:45,1,255,1,0
23,2022-02-16,18:01:02,1,255,1,0
25,2022-02-17,08:03:58,1,255,1,0
3,2022-02-17,08:06:13,1,255,1,0
23,2022-02-17,10:01:16,1,255,1,0
24,2022-02-17,11:42:16,1,255,1,0
24,2022-02-17,17:52:43,1,255,1,0
23,2022-02-17,17:55:07,1,255,1,0
3,2022-02-17,17:55:46,1,255,1,0
25,2022-02-17,18:29:02,1,255,1,0
25,2022-02-18,08:02:45,1,255,1,0
3,2022-02-18,08:17:27,1,255,1,0
23,2022-02-18,09:45:01,1,255,1,0
24,2022-02-18,11:39:28,1,255,1,0
24,2022-02-18,11:39:31,1,255,1,0
24,2022-02-18,17:50:37,1,255,1,0
23,2022-02-18,17:52:11,1,255,1,0
23,2022-02-18,17:52:14,1,255,1,0
3,2022-02-18,17:52:58,1,255,1,0
25,2022-02-18,19:14:05,1,255,1,0
25,2022-02-19,07:58:29,1,255,1,0
3,2022-02-19,08:16:52,1,255,1,0
23,2022-02-19,09:41:47,1,255,1,0
23,2022-02-19,09:41:50,1,255,1,0
24,2022-02-19,11:32:46,1,255,1,0
24,2022-02-19,17:50:22,1,255,1,0
23,2022-02-19,17:50:29,1,255,1,0
3,2022-02-19,17:52:34,1,255,1,0
25,2022-02-19,18:26:33,1,255,1,0
3,2022-02-21,08:12:57,1,255,1,0
23,2022-02-21,09:42:40,1,255,1,0
24,2022-02-21,11:46:31,1,255,1,0
24,2022-02-21,17:52:17,1,255,1,0
23,2022-02-21,17:52:58,1,255,1,0
3,2022-02-21,17:53:44,1,255,1,0
30,2022-02-21,18:00:55,1,255,1,0
30,2022-02-22,07:49:03,1,255,1,0
3,2022-02-22,08:08:32,1,255,1,0
23,2022-02-22,09:43:59,1,255,1,0
24,2022-02-22,11:46:58,1,255,1,0
30,2022-02-22,11:47:43,1,255,1,0
3,2022-02-22,17:54:10,1,255,1,0
24,2022-02-22,17:56:33,1,255,1,0
23,2022-02-22,18:30:58,1,255,1,0
30,2022-02-23,07:42:19,1,255,1,0
3,2022-02-23,07:51:53,1,255,1,0
30,2022-02-23,11:41:27,1,255,1,0
24,2022-02-23,11:55:21,1,255,1,0
24,2022-02-23,17:52:25,1,255,1,0
3,2022-02-23,17:52:28,1,255,1,0
23,2022-02-23,17:53:34,1,255,1,0
25,2022-02-23,18:16:02,1,255,1,0
30,2022-02-24,07:40:48,1,255,1,0
3,2022-02-24,07:57:46,1,255,1,0
25,2022-02-24,08:25:49,1,255,1,0
23,2022-02-24,09:50:55,1,255,1,0
30,2022-02-24,11:46:56,1,255,1,0
24,2022-02-24,11:49:52,1,255,1,0
24,2022-02-24,17:50:02,1,255,1,0
3,2022-02-24,17:51:56,1,255,1,0
23,2022-02-24,17:53:58,1,255,1,0
25,2022-02-24,18:03:18,1,255,1,0
30,2022-02-25,07:44:20,1,255,1,0
25,2022-02-25,08:09:57,1,255,1,0
3,2022-02-25,08:10:54,1,255,1,0
23,2022-02-25,09:42:01,1,255,1,0
24,2022-02-25,11:42:13,1,255,1,0
30,2022-02-25,11:57:08,1,255,1,0
24,2022-02-25,15:09:42,1,255,1,0
3,2022-02-25,17:53:29,1,255,1,0
23,2022-02-25,17:58:55,1,255,1,0
25,2022-02-25,18:23:00,1,255,1,0
3,2022-02-26,07:59:36,1,255,1,0
25,2022-02-26,08:24:42,1,255,1,0
23,2022-02-26,09:39:12,1,255,1,0
23,2022-02-26,09:39:14,1,255,1,0
24,2022-02-26,11:46:40,1,255,1,0
3,2022-02-26,17:57:57,1,255,1,0
24,2022-02-26,18:05:47,1,255,1,0
23,2022-02-26,18:06:30,1,255,1,0
25,2022-02-26,19:09:32,1,255,1,0
25,2022-02-28,08:17:57,1,255,1,0
3,2022-02-28,08:23:58,1,255,1,0
23,2022-02-28,09:39:09,1,255,1,0
24,2022-02-28,11:49:11,1,255,1,0
3,2022-02-28,17:55:01,1,255,1,0
24,2022-02-28,17:59:08,1,255,1,0
23,2022-02-28,18:02:40,1,255,1,0
30,2022-03-01,07:52:10,1,255,1,0
23,2022-03-01,09:37:29,1,255,1,0
24,2022-03-01,11:49:14,1,255,1,0
30,2022-03-01,11:53:06,1,255,1,0
24,2022-03-01,17:50:40,1,255,1,0
23,2022-03-01,17:55:58,1,255,1,0
30,2022-03-02,07:45:21,1,255,1,0
3,2022-03-02,07:58:28,1,255,1,0
25,2022-03-02,08:11:04,1,255,1,0
23,2022-03-02,09:49:06,1,255,1,0
24,2022-03-02,11:53:22,1,255,1,0
